#timestamp tx ty tz qx qy qz  qw
1.643042027736725807e+09 -1.071386890939386660e+00 5.085000308179644657e-01 -8.473758193430148822e+01 -6.780278308011178888e-03 -1.651379697491064252e-02 -6.346185229215352275e-02 1.997800673749679845e+00
1.643042027770059824e+09 -1.072905028643472258e+00 5.129897734225985495e-01 -8.473758193430147401e+01 -6.775090681812406118e-03 -1.639646519863253993e-02 -6.345408446479175457e-02 1.997799213109871408e+00
1.643042027803392887e+09 -1.074222819236681614e+00 5.167511779156543916e-01 -8.473758193430147401e+01 -6.760908351150938557e-03 -1.630099788160937688e-02 -6.345372423348470681e-02 1.997798093982958934e+00
1.643042027836725950e+09 -1.075324541081788876e+00 5.198203238541756477e-01 -8.473758193430145980e+01 -6.738207342169752999e-03 -1.622321445452714478e-02 -6.346002852530537031e-02 1.997797270771414446e+00
1.643042027870059967e+09 -1.076194472541568192e+00 5.222332907952059733e-01 -8.473758193430145980e+01 -6.707463681011827973e-03 -1.615893434807183504e-02 -6.347225426732670817e-02 1.997796697877709526e+00
1.643042027903393030e+09 -1.076816891978793711e+00 5.240261582957890241e-01 -8.473758193430144559e+01 -6.669153393820141142e-03 -1.610397699292943213e-02 -6.348965838662172512e-02 1.997796329704315976e+00
1.643042027936725855e+09 -1.077176077756239359e+00 5.252350059129684556e-01 -8.473758193430144559e+01 -6.623752506737669299e-03 -1.605416181978592399e-02 -6.351149781026338426e-02 1.997796120653705820e+00
1.643042027970059872e+09 -1.077256308236679727e+00 5.258959132037878126e-01 -8.473758193430144559e+01 -6.571737045907390107e-03 -1.600530825932730550e-02 -6.353702946532467644e-02 1.997796025128350639e+00
1.643042028003392935e+09 -1.077041861782888521e+00 5.260449597252908616e-01 -8.473758193430144559e+01 -6.513583037472281227e-03 -1.595323574223955765e-02 -6.356551027887857863e-02 1.997795997530722234e+00
1.643042028036725998e+09 -1.076517016757640111e+00 5.257182250345210361e-01 -8.473758193430144559e+01 -6.449766507575321189e-03 -1.589376369920867532e-02 -6.359619717799808170e-02 1.997795992263292408e+00
1.643042028070060015e+09 -1.075666051523708644e+00 5.249517886885222140e-01 -8.473758193430144559e+01 -6.380763482359487655e-03 -1.582271156092064646e-02 -6.362834708975616260e-02 1.997795963728532964e+00
1.643042028103392839e+09 -1.074473244443868047e+00 5.237817302443378287e-01 -8.473758193430144559e+01 -6.307049987967756552e-03 -1.573589875806145552e-02 -6.366121694122581220e-02 1.997795866328915704e+00
1.643042028136725903e+09 -1.072922873880892691e+00 5.222441292590116468e-01 -8.473758193430144559e+01 -6.229102050543107276e-03 -1.562914472131709739e-02 -6.369406365948000748e-02 1.997795654466912207e+00
1.643042028170059919e+09 -1.070999218197556724e+00 5.203750652895872131e-01 -8.473758193430144559e+01 -6.147395696228516622e-03 -1.549826888137355481e-02 -6.372614417159172540e-02 1.997795282544994722e+00
1.643042028203392982e+09 -1.068686555756634071e+00 5.182106178931082940e-01 -8.473758193430144559e+01 -6.062406951166962252e-03 -1.533909066891682091e-02 -6.375671540463394293e-02 1.997794704965634605e+00
1.643042028236725807e+09 -1.065969164920874013e+00 5.157868666266061108e-01 -8.473758193429947028e+01 -5.974611841501279580e-03 -1.514742951463251934e-02 -6.378503428567815214e-02 1.997793876131255919e+00
1.643042028270059824e+09 -1.063741198744906580e+00 5.088708649590355515e-01 -8.473758193429947028e+01 -5.870835842882718078e-03 -1.517915183445952589e-02 -6.370931244885691402e-02 1.997795774149994319e+00
1.643042028303392887e+09 -1.059516800748805387e+00 5.100168103832495303e-01 -8.473758193429947028e+01 -5.789837374876890749e-03 -1.457699768215855313e-02 -6.377670261795839735e-02 1.997791184157699851e+00
1.643042028336725950e+09 -1.056087511360281894e+00 5.031740207199092429e-01 -8.473758193429947028e+01 -5.681985067871901315e-03 -1.443404507957132300e-02 -6.373531601191428919e-02 1.997790690058468988e+00
1.643042028370059967e+09 -1.050844951961667828e+00 5.052687929875376849e-01 -8.473758193429947028e+01 -5.624588769470414279e-03 -1.360839515950728815e-02 -6.381760683338859319e-02 1.997784172648399359e+00
1.643042028403393030e+09 -1.046301725319006559e+00 4.980927037056376849e-01 -8.473758193429947028e+01 -5.489007088473604919e-03 -1.331722846427333719e-02 -6.371083761277750168e-02 1.997781893668844067e+00
1.643042028436725855e+09 -1.040436335586528704e+00 5.014961199788765533e-01 -8.473758193429947028e+01 -5.391850607911817354e-03 -1.229443372607495408e-02 -6.386449269069516266e-02 1.997773635646411750e+00
1.643042028470059872e+09 -1.034674124205416268e+00 4.950036339182148359e-01 -8.473758193429947028e+01 -5.319841022822776287e-03 -1.187317544632954247e-02 -6.375860181166696783e-02 1.997770312250942260e+00
1.643042028503392935e+09 -1.027451280045132309e+00 4.974605297216987965e-01 -8.473758193429947028e+01 -5.298069732885557666e-03 -1.086967225546444163e-02 -6.394525101154224789e-02 1.997762355427349146e+00
1.643042028536725998e+09 -1.020818807099288295e+00 4.909694017867903826e-01 -8.473758193429947028e+01 -5.263844755150973165e-03 -1.038481432506408765e-02 -6.391946498720314784e-02 1.997758036899438316e+00
1.643042028570060015e+09 -1.013248001394889908e+00 4.931877665459885041e-01 -8.473758193429947028e+01 -5.083129515755458773e-03 -9.301740663291865191e-03 -6.404815868802418710e-02 1.997749225432032816e+00
1.643042028603392839e+09 -1.005030520611376987e+00 4.857691529716591239e-01 -8.473758193429947028e+01 -4.960885701704169544e-03 -8.882978139344703886e-03 -6.403572085249421841e-02 1.997744277166340510e+00
1.643042028636725903e+09 -9.954844151996828927e-01 4.874956431132678736e-01 -8.473758193429947028e+01 -4.835797693271011097e-03 -7.915340186610893281e-03 -6.407764168306090413e-02 1.997736708448546006e+00
1.643042028670059919e+09 -9.855075069124771270e-01 4.803568549153586775e-01 -8.473758193429947028e+01 -4.756330707232900301e-03 -7.614626101680574757e-03 -6.390185564550593389e-02 1.997732441749510146e+00
1.643042028703392982e+09 -9.750706791816394770e-01 4.835470324025964439e-01 -8.473758193429947028e+01 -4.606047934120263178e-03 -6.754525418910395027e-03 -6.390854756762720523e-02 1.997726124291433702e+00
1.643042028736725807e+09 -9.647214333647649021e-01 4.778084679281245362e-01 -8.473758193429947028e+01 -4.444711220080683339e-03 -6.610417363733064877e-03 -6.376174165841178021e-02 1.997723113140262852e+00
1.643042028770059824e+09 -9.528758192825851348e-01 4.810677442710588059e-01 -8.473758193429947028e+01 -4.293193625568494411e-03 -5.983412807693887919e-03 -6.377343847132167787e-02 1.997719202477042710e+00
1.643042028803392887e+09 -9.409410982876180718e-01 4.750583914590894019e-01 -8.473758193429947028e+01 -4.233822130754788006e-03 -6.100324230157754685e-03 -6.357853440951032054e-02 1.997718522268130181e+00
1.643042028836725950e+09 -9.278696111441255834e-01 4.778842835476948547e-01 -8.473758193429947028e+01 -4.181706913548181859e-03 -5.804641929552872316e-03 -6.356763470440507380e-02 1.997717588271506362e+00
1.643042028870059967e+09 -9.146621941506896114e-01 4.720152852120479969e-01 -8.473758193429947028e+01 -4.109230028269101644e-03 -6.169098522079721064e-03 -6.333025212280450622e-02 1.997719219126220080e+00
1.643042028903393030e+09 -9.007477828721403013e-01 4.746853821256332151e-01 -8.473758193429947028e+01 -3.857093278550079076e-03 -6.086899887363352718e-03 -6.319454771158684869e-02 1.997718725734118461e+00
1.643042028936725855e+09 -8.861233457402595270e-01 4.686142659997613591e-01 -8.473758193429947028e+01 -3.653792579267066496e-03 -6.680456459457258245e-03 -6.295383480822305811e-02 1.997721719427734355e+00
1.643042028970059872e+09 -8.703970402499331405e-01 4.697897686165092290e-01 -8.473758193429947028e+01 -3.439007752111718826e-03 -6.948440900459785033e-03 -6.281191801648243478e-02 1.997723711703612626e+00
1.643042029003392935e+09 -8.536328371209538357e-01 4.619671119667767001e-01 -8.473758193429947028e+01 -3.346122793383423614e-03 -7.913937198897524547e-03 -6.250492677964575305e-02 1.997730109174739033e+00
1.643042029036725998e+09 -8.356912603740659362e-01 4.633826212655568488e-01 -8.473758193429947028e+01 -3.209331122775853883e-03 -8.357134964052739118e-03 -6.241498014466552446e-02 1.997733475552828875e+00
1.643042029070060015e+09 -8.182422521497254575e-01 4.574174988187511559e-01 -8.473758193429947028e+01 -3.077277300954029283e-03 -9.305191746918300630e-03 -6.221937467705741104e-02 1.997740847997079516e+00
1.643042029103392839e+09 -7.995600439018301087e-01 4.605853502626110485e-01 -8.473758193429947028e+01 -2.999810013846047896e-03 -9.651254096056976345e-03 -6.217851681512458900e-02 1.997744521972204534e+00
1.643042029136725903e+09 -7.797220928910082449e-01 4.546364872343390262e-01 -8.473758193429947028e+01 -2.943440375862357156e-03 -1.053623776270000596e-02 -6.193065359275953113e-02 1.997752303313174993e+00
1.643042029170059919e+09 -7.592314167889103738e-01 4.564536380214667122e-01 -8.473758193429947028e+01 -2.818151407967380874e-03 -1.087877425005481617e-02 -6.177156210320949858e-02 1.997755742024737824e+00
1.643042029203392982e+09 -7.383911772733808832e-01 4.484861776002701528e-01 -8.473758193429947028e+01 -2.727124361352837017e-03 -1.185149198721576098e-02 -6.147180845053105969e-02 1.997764095822862407e+00
1.643042029236725807e+09 -7.167798860473889588e-01 4.504277581074234149e-01 -8.473758193429947028e+01 -2.652310700362341643e-03 -1.211107661995332839e-02 -6.137013070814167914e-02 1.997766058652072907e+00
1.643042029270059824e+09 -6.949115088981649979e-01 4.440496978532682548e-01 -8.473758193429947028e+01 -2.602641632783396584e-03 -1.282531148074201807e-02 -6.109149246611982748e-02 1.997772562581324518e+00
1.643042029303392887e+09 -6.720076625137338944e-01 4.466539266218936266e-01 -8.473758193429947028e+01 -2.562626865170923758e-03 -1.290861459319104891e-02 -6.102398007705968352e-02 1.997772144560268526e+00
1.643042029336725950e+09 -6.486723397910392208e-01 4.402664874996368716e-01 -8.473758193429947028e+01 -2.488543018258041958e-03 -1.355010124047695795e-02 -6.080771472082158180e-02 1.997777749038464945e+00
