#timestamp tx ty tz qx qy qz  qw
1.645338209694766045e+09 -2.571833248814455430e+01 5.154329563380652246e+01 -1.338721931142441406e+02 -3.669729546231984690e-02 1.550608256676971330e-01 1.168886314884697158e-01 1.980258329248520743e+00
1.645338209728098869e+09 -2.571755339229871851e+01 5.154124104425687847e+01 -1.338701876884810815e+02 -3.831480441521827041e-02 1.542836586246513209e-01 1.173169802602906514e-01 1.980275228480330219e+00
1.645338209761432886e+09 -2.571649740759226077e+01 5.153958491349531101e+01 -1.338687374870529254e+02 -3.956834562578668418e-02 1.537033481646790656e-01 1.175968251135164622e-01 1.980291252810074232e+00
1.645338209794765949e+09 -2.571513631056901872e+01 5.153829471171209775e+01 -1.338677881303453603e+02 -4.047097042032003072e-02 1.533054721647623964e-01 1.177407728236031792e-01 1.980305970317598918e+00
1.645338209828099012e+09 -2.571344187777282286e+01 5.153733790909749501e+01 -1.338672852387441594e+02 -4.103573012511325946e-02 1.530756085018833146e-01 1.177614301660068474e-01 1.980318949082750857e+00
1.645338209861433029e+09 -2.571138588574751438e+01 5.153668197584178756e+01 -1.338671744326350961e+02 -4.127567606646129900e-02 1.529993350530238772e-01 1.176714039161835118e-01 1.980329757185375961e+00
1.645338209894765854e+09 -2.570894011103692733e+01 5.153629438213523173e+01 -1.338674013324039151e+02 -4.120385957065910570e-02 1.530622296951661410e-01 1.174833008495892034e-01 1.980337962705320587e+00
1.645338209928098917e+09 -2.570607633018489935e+01 5.153614259816810517e+01 -1.338679115584363331e+02 -4.083333196400160819e-02 1.532498703052921074e-01 1.172097277416799532e-01 1.980343133722431093e+00
1.645338209961432934e+09 -2.570276631973526804e+01 5.153619409413067842e+01 -1.338686507311181515e+02 -4.017714457278376283e-02 1.535478347603838056e-01 1.168632913679118202e-01 1.980344838316553391e+00
1.645338209994765997e+09 -2.569898185623186748e+01 5.153641634021321494e+01 -1.338695644708350869e+02 -3.924834872330049823e-02 1.539417009374233203e-01 1.164565985037408491e-01 1.980342644567534061e+00
1.645338210028098822e+09 -2.569469471621853529e+01 5.153677680660598526e+01 -1.338705983979729126e+02 -3.805999574184676382e-02 1.544170467133926528e-01 1.160022559246230572e-01 1.980336120555219015e+00
1.645338210061432838e+09 -2.568987667623910909e+01 5.153724296349925993e+01 -1.338716981329173734e+02 -3.662513695471750208e-02 1.549594499652738322e-01 1.155128704060144895e-01 1.980324834359454833e+00
1.645338210094765902e+09 -2.568449951283742294e+01 5.153778228108331660e+01 -1.338728092960542426e+02 -3.495682368820764857e-02 1.555544885700489155e-01 1.150010487233712048e-01 1.980308354060087428e+00
1.645338210128098965e+09 -2.567853500255731447e+01 5.153836222954841872e+01 -1.338738775077692367e+02 -3.306810726861215272e-02 1.561877404046999041e-01 1.144793976521492201e-01 1.980286247736963379e+00
1.645338210161432981e+09 -2.567195492194261774e+01 5.153895027908482973e+01 -1.338748483884481004e+02 -3.097203902222595007e-02 1.568447833462088825e-01 1.139605239678045945e-01 1.980258083469928598e+00
1.645338210194766045e+09 -2.566473104753656997e+01 5.153951389988159804e+01 -1.338756675584734808e+02 -2.868167027534331698e-02 1.575111952715540775e-01 1.134570344457906388e-01 1.980223429338783925e+00
1.645338210228098869e+09 -2.565683986312995302e+01 5.153939457078500652e+01 -1.338762596551601973e+02 -2.598151118936151485e-02 1.579974939025141911e-01 1.131442598186197801e-01 1.980168986117047947e+00
1.645338210261432886e+09 -2.564896081141396778e+01 5.154028686410967453e+01 -1.338760604611859435e+02 -2.306045098169112045e-02 1.585389232704527418e-01 1.128619169280706269e-01 1.980103559480119291e+00
1.645338210294765949e+09 -2.563965284984195137e+01 5.154051772401946607e+01 -1.338763285733120938e+02 -1.990679922594026235e-02 1.590388187357485161e-01 1.126018076592735367e-01 1.980026546383208963e+00
1.645338210328099012e+09 -2.562949365683613934e+01 5.153965759681378955e+01 -1.338760963670642070e+02 -1.665655685410263182e-02 1.594503569990802783e-01 1.124499488004807035e-01 1.979941583592536469e+00
1.645338210361433029e+09 -2.561923802369098269e+01 5.153951443061950499e+01 -1.338747995618834921e+02 -1.341652937589982858e-02 1.598853174495027119e-01 1.123175594978882280e-01 1.979851104770900427e+00
1.645338210394765854e+09 -2.560813682740073105e+01 5.153877086899017002e+01 -1.338732634299570634e+02 -1.018682780174915564e-02 1.602627420372432776e-01 1.122488313776988100e-01 1.979757856432164065e+00
1.645338210428098917e+09 -2.559582051661276125e+01 5.153798069602191845e+01 -1.338708504689417111e+02 -7.009346130177420559e-03 1.605952838995355902e-01 1.122589433650517943e-01 1.979662444604920468e+00
1.645338210461432934e+09 -2.558211450019987510e+01 5.153688902980837838e+01 -1.338678797156057101e+02 -3.937374077459569570e-03 1.608405062114593165e-01 1.123552336304803057e-01 1.979566534281761880e+00
1.645338210494765997e+09 -2.556712407911381035e+01 5.153603299171613372e+01 -1.338648595097038481e+02 -9.727322841258212015e-04 1.610174386461536988e-01 1.125541957029648488e-01 1.979471624106780014e+00
1.645338210528098822e+09 -2.555098659974586184e+01 5.153472870736889178e+01 -1.338614863106972166e+02 1.868095819604077921e-03 1.611109119712694215e-01 1.127806561466790231e-01 1.979378903024251679e+00
1.645338210561432838e+09 -2.553432114832054722e+01 5.153385343229646764e+01 -1.338571603118022324e+02 4.508912737087081811e-03 1.611749472209750011e-01 1.130458464029740762e-01 1.979290586036675403e+00
1.645338210594765902e+09 -2.551554762136970211e+01 5.153287497815505702e+01 -1.338528725725757340e+02 6.967866642148965589e-03 1.611827763760874666e-01 1.133522965834058704e-01 1.979206693877274770e+00
1.645338210628098965e+09 -2.549599757416847723e+01 5.153197434089531015e+01 -1.338473988715274743e+02 9.176475575729179518e-03 1.611610522767005782e-01 1.136650706497735752e-01 1.979128914167923359e+00
1.645338210661432981e+09 -2.547484629495891895e+01 5.153042858931168979e+01 -1.338416674525881831e+02 1.112479592742251187e-02 1.610727178188000597e-01 1.139399152688564676e-01 1.979057120963544136e+00
1.645338210694766045e+09 -2.545260887657754267e+01 5.152943364640125168e+01 -1.338354550310660898e+02 1.277640681018118313e-02 1.609752213771629137e-01 1.141475009777741245e-01 1.978992516069932206e+00
1.645338210728098869e+09 -2.542864041514950202e+01 5.152776344121848240e+01 -1.338285405907558356e+02 1.407753841869714348e-02 1.607967754857362042e-01 1.142174112055910212e-01 1.978936688258642551e+00
