#timestamp tx ty tz qx qy qz  qw
49963 0.0 0.0 0.0 0.0 0.0 0.0 1.0
99927 -0.009022807022065408 0.008596440326019783 -0.014579552244888352 0.00020005297186702692 0.0018414021257127195 0.0005021486600705797 0.9999981585301759
149891 -0.02839052496105289 0.017321456585299592 -0.0012352512108352173 0.0006012455419345909 0.0028153002299072362 0.0015457999253232432 0.9999946615312527
199855 0.01000761745215769 0.029940614978845915 -0.0009210886924578554 0.0023827717806352913 -0.0006018863382053956 0.0002561257848202966 0.9999969472608703
249819 -0.04189672885425569 0.03341859282993089 0.0036338962802876114 0.0024449483200084106 0.004201482362208324 0.0023526266635868487 0.9999854173544004
299783 0.010078471487774686 0.03452129151220443 0.016422968495053168 0.001283907568928023 -0.0013072001996568198 0.00464726589355495 0.9999875227865131
349747 -0.01632878018375616 -0.0007755214572189519 -0.004396944852807567 -0.000683353341872606 0.0022406824216511406 0.0019496494990120959 0.999995355607878
399711 -0.02919055985868294 0.011391335651684991 0.005272030277141639 0.0016535514200844619 0.004452272754569337 -0.0006420585452379847 0.9999885153319734
449675 -0.03702228322261306 0.004276313687593383 -0.029445859250685165 0.000354902442478889 0.006550524256013453 0.0012457097031589297 0.9999777061932748
499639 -0.02614466154716633 0.013633208800896548 -0.004926566410060573 0.0016215862694804282 0.006116365991748462 0.00028789256915258497 0.9999799386202177
549603 -0.07493377283685577 0.00524383162048733 0.005257449524398175 0.002314057530392107 0.010193725118135988 -0.0003941220498197922 0.999945287390151
599567 -0.012460429422681807 0.011742663763666459 -0.001954997154595585 0.002660616849048856 0.004296850179163028 -0.0007901949715744327 0.9999869168086287
649531 -0.07613405508206328 0.004516344723099807 0.004705134273345815 0.0028276097224341407 0.00928296667994952 -0.0009263006393430308 0.9999524854311839
699495 -0.009864240240853412 0.008637392569335958 -0.002855499451230724 0.001972087637886796 0.002364194586375529 8.13040160572582e-06 0.9999952606828708
749459 -0.06776595942036484 -0.010488933874839396 -0.016058376116233238 1.1834366828725194e-05 0.00927391360605233 0.0005966249369492489 0.9999568182801996
799423 -0.008069129357935273 0.004277530971404646 -0.010033537457080856 0.0012379170634758082 0.0029955960275215195 0.00041332667064441445 0.999994661549174
849387 -0.0647404511177765 -0.008935388078480034 -0.01322361764862107 0.000472669554358697 0.008833057230631804 0.0005154074574463983 0.9999607432487566
899351 -0.0005654599889888961 -0.000785011933711042 -0.014749977014950726 -0.0008740968343096433 0.0038959037280691584 0.003756762653740519 0.9999849721986973
949315 -0.053033313361976114 -0.011679223138487007 -0.02460882941322632 -0.0017715807942810854 0.010088138767844732 0.004679836526203068 0.9999365930336673
999279 0.0073526352950312205 -0.0021281418508313494 -0.015289565412690826 -0.0029172444856303504 0.006794512850081282 0.006975578004168541 0.9999483314608054
1049243 -0.04341156131762062 -0.005856107633774258 -0.03492002467481265 -0.00034390637764450654 0.011486111915460461 0.0011138362494781788 0.9999333529442241
1099207 0.01129504024891532 -0.0009095290566152271 -0.028676605557878578 -0.002918943972844852 0.008133319346607427 0.00478371466477581 0.9999512212885664
1149171 -0.05050252169312003 -0.00046708794677920103 -0.025385444463101044 0.0012944692814660414 0.012266238604347555 -0.002398361872542515 0.9999210526837151
1199135 8.789875563768933e-05 0.011251002647775383 -0.012803671517674794 -0.0006099716509746782 0.008815676628882337 -0.0011526888319735834 0.9999602907558962
1249099 -0.05566193321733615 0.008817304483948437 -0.013940173828528593 0.000973954209192969 0.011605933379534292 -0.00025558587556831134 0.9999321418973632
1299062 0.005194829126913807 0.011929546492806179 -0.015338911176857898 -0.0019917862865883045 0.005352108649766341 0.004512292331272519 0.9999735131183759
1349027 -0.04034182108647279 -0.008776257047231098 -0.03422923598396915 -0.0045882955385676315 0.009319496377004311 0.00585201596647395 0.9999289216941661
1398991 0.0044300240545159485 0.005302668495852194 -0.03093517885270546 -0.003357201354654644 0.007764877836512958 0.005253548974360232 0.9999504168179651
1448955 -0.03931303521919364 0.003251839262133472 -0.027949885911853548 -0.0011168942100829343 0.01150308812032804 0.0037420446980359467 0.9999262115838835
1498919 0.006718426750940932 0.0025406307435724396 -0.03839738466015564 -0.0021676973817638984 0.010211890926320839 0.0073439885238573786 0.9999185387842009
1548883 -0.04507232168076745 -0.007981013293381337 -0.0329140109725216 -0.003293538077817913 0.01306142575416693 0.006313938073078073 0.9998893368519376
1598847 0.014037826183086764 0.01387817189106978 -0.0077960555742522305 -0.0015940337886293436 0.006780049448979768 0.006479677828706113 0.9999547508567507
1648811 -0.04408962386285352 0.0006482387783405195 -0.0180179799947501 -0.0026241847099228127 0.011526237883568416 0.004020626085127142 0.999922043991802
1698775 0.007026582433615395 0.011879112338443729 -0.018130860647420543 -0.003068859287298536 0.010525503815520983 0.008764481618598555 0.9999014850144295
1748739 -0.015239202619287882 0.005404783076993664 -0.04085285857163809 -0.0032189698698848906 0.012802672164720622 0.005505264993450662 0.9998977057058244
1798703 0.03826350855190831 0.005845854254585325 -0.07879260093142167 -0.00591536614745306 0.01174877500952361 0.00934415318566814 0.9998698222920621
1848667 -0.005387244493350993 0.010854312900199888 -0.05592686189140773 -0.003660772460720578 0.013064877242399131 0.005268670795075483 0.9998940688071337
1898631 -0.0064110481422415665 -0.022268982125210363 -0.05342477478312793 -0.008867399169625409 0.018841939914667854 0.0006943586173807487 0.9997829106352685
1948595 -0.05246794601516452 -0.0001698530717855004 -0.0425654026824786 -0.0021483692651630844 0.0188560757713336 -0.0006149346726349468 0.9998197111336397
1998559 0.00829525201028495 0.0067967177948645464 -0.03442243473778043 -0.003993285626672644 0.013126251587822504 0.00615178887126076 0.9998869489511504
2048523 -0.047604457551773345 0.0015944831441826294 -0.03349844625240691 -0.0024818789141741707 0.018144803381920423 0.00294996473627482 0.9998279372448748
2098487 0.0011496831303766612 0.005803710568485119 -0.04230051775291117 -0.0015085388129431373 0.014325486071609715 0.0036857749183739283 0.9998894538011255
2148451 -0.04848454079390406 3.371792419073054e-05 -0.051543977297600976 -6.488458975158461e-05 0.018276523231467112 0.002242968990655042 0.9998304524161418
2198415 0.0016164195093607615 0.004824583220843022 -0.055801692666151266 0.00025078418699467933 0.014615208609371535 0.002101016061516988 0.9998909533124627
2248379 -0.04602794230930463 -0.004312600636391887 -0.054687462138635096 -0.0003723365742338328 0.01865044432006861 0.000276120606358491 0.9998259578794452
2298343 0.004457022039487491 0.005640663077458076 -0.05242843002045771 -0.0004208239052756531 0.015524486884993695 0.0008824520357072112 0.9998790099270026
2348307 -0.04788653390402562 -0.0063384988591979 -0.052418292669410185 -0.0022282209638351436 0.020477888955262927 -0.0005302982451272836 0.9997876824001402
2398271 0.002484846961865933 0.006585860175324231 -0.05529391475985056 -0.0021449572434037146 0.016452176632429354 -0.000296620323969123 0.9998623090500325
2448235 -0.04019152949599999 -0.001593035774501867 -0.05747058383222549 -0.003521796060424481 0.02001573813302907 -0.00039252239440735223 0.9997933852079982
2498199 0.003103453861667443 0.004100482507653393 -0.05872834497225855 -0.0027203164681943565 0.016794531521131365 -0.0004705722840975578 0.9998551505848354
2548163 -0.041380640178581986 -0.005931532393186819 -0.06093447318606624 -0.003029760656664626 0.02023134931903194 -0.00040735916257920556 0.9997906516434365
2598127 0.0054583482889119204 0.005890989336230537 -0.05840173647975333 -0.0017446413175055448 0.016569317397530748 -0.0008909725329858799 0.9998608003695307
2648091 -0.04383634363781449 -0.0018708665754007389 -0.05563876267909268 -0.0023968295728650536 0.020926325561336483 -0.0020428702018278127 0.9997760603194288
2698055 0.0048832191449988465 0.010799283694794895 -0.05317290292987114 -0.0041070828779264535 0.017523962482821433 -0.0017326617565942496 0.999836506881186
2748019 -0.040979663680622246 0.0032226718956417095 -0.049003288497737045 -0.010335682577512738 0.0210129344176425 -0.00022559470190467983 0.9997257520739612
2797983 0.002489348759069225 0.018199946115395854 -0.038773595318419646 -0.01337158327765125 0.017105727348385027 -0.0005527105616754969 0.9997641168613557
2847947 -0.04665760147767516 0.010371316098274649 -0.04097540933674461 -0.01516205483789507 0.020975617690452725 -0.0015530850768017345 0.9996638052277079
2897911 0.00687502528473938 0.013711040093590482 -0.04269489971951489 -0.012277036243006339 0.01852756460528283 -0.00189159381813556 0.9997511818466194
2947875 -0.03612244755371457 0.00028626872369085974 -0.04984761954594862 -0.00990491445275815 0.02503322033369116 -0.0007974356685442151 0.9996372315223973
2997839 0.014123336588178263 0.006150273585296238 -0.05588630245560789 -0.006454472563675971 0.024232859986085428 -0.0007019101759527793 0.999685258270284
3047803 -0.03188617212348823 -0.004026246511861518 -0.06099538397094068 -0.005400082670727956 0.028951623502091732 -0.0004372116863581835 0.9995661316039494
3097767 0.01654234597355052 0.0020309379780557215 -0.058172708258351954 -0.00411094048481906 0.025212196852118184 0.0018333329116102957 0.9996719882984896
3147731 -0.03161766208401482 -0.009766648154624774 -0.06121852310594176 -0.0050684898080255465 0.029387080104136837 0.004283821583586314 0.9995460763800031
3197695 0.015173311029142112 -0.007367880520518846 -0.056601810950813305 -0.005875866860162871 0.02578205260295344 0.009707013852973043 0.9996031881873318
3247659 -0.03319449347508653 -0.019488779516073897 -0.06070435488840316 -0.00528124122237626 0.031116037910372353 0.013204061798771833 0.9994146053705267
3297623 0.023478855746235316 -0.024965913906822245 -0.06569424641232736 -0.0011590111877559724 0.029397769903460175 0.016952558014648088 0.9994233530364046
3347587 -0.02619381478104548 -0.039303081707871695 -0.08271099832359669 0.004650773577718896 0.0392020210011673 0.01952581947099465 0.9990296863599895
3397551 0.021747058298799277 -0.03479300308738035 -0.09130312887391782 0.010474979082687663 0.03856371873192652 0.023256908136981804 0.9989305434486875
3447515 -0.03886551323846851 -0.04062742424041983 -0.08757500370428584 0.014666049106725582 0.04277542337437838 0.021348634494124132 0.9987489203818836
