#timestamp tx ty tz qx qy qz  qw
1645332802446194.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1645332802479528.0 0.013921830519574102 0.005061092798497551 0.0029331942250068912 7.099924282916848e-05 0.002719066250381539 0.00019706885309496064 0.9999962813939364
1645332802512861.0 -0.03833007076772063 -0.00855967368442321 0.00228084040925427 -0.0005408077124831558 0.008716741108797768 0.00024492396309056907 0.9999618322534678
1645332802546194.0 0.009704896662114753 0.009214606410792097 0.007226497945425349 0.0005531123910450833 0.009932482782243943 0.00017577654347867032 0.999950503252571
1645332802579528.0 -0.04462676871577273 -0.017211576228575505 0.016194188845203024 -0.000745986975275404 0.015496601191811806 0.00018456755949667936 0.999879625149823
1645332802612861.0 0.01691251495778956 0.01294075225504728 0.018629233274761722 0.0009000103163276792 0.015082852281937165 0.0006471879379352344 0.9998856328081951
1645332802646194.0 -0.04382391311459159 -0.014758326346061966 0.029840896519404116 -0.0006025927259796281 0.021150690709899316 0.0006311802814624348 0.9997759182816682
1645332802679528.0 0.0231965944200292 0.012901605988774994 0.031284385333260556 0.0009861888540782023 0.020395961452374253 0.0010190981231133491 0.9997909749677644
1645332802712861.0 -0.04116855770056824 -0.011470215497110317 0.04513590869832859 -0.00025887450934845624 0.027147824585372526 0.0010232334955794836 0.9996308726712495
1645332802746194.0 0.03174490654498511 0.01386473712638587 0.04590960812201242 0.0016773742636176728 0.02548171234568048 0.0015639365422669995 0.9996726578505604
1645332802779528.0 -0.03704792045410786 -0.011168110154936772 0.060876590731748684 0.00046765817710700037 0.032345773503132426 0.0017769028282503968 0.9994750496378848
1645332802812861.0 0.038227725173328446 0.022776255610413628 0.06065361367788357 0.00295908597003898 0.030037284275601817 0.001667901645073062 0.9995430073126774
1645332802846194.0 -0.02099332203200398 -0.0013638700386530618 0.07736915124879608 0.002507011466080352 0.0350673163699101 0.001862206164342497 0.9993800730474482
1645332802879528.0 0.05755132350978579 0.02632056418466022 0.07438492782804158 0.005078624440974391 0.03037770119076591 0.002478184234054574 0.9995225167283898
1645332802912861.0 -0.00802086548201162 0.0011510607904770247 0.09211281321905698 0.0037804344190268467 0.0329775219477827 0.0022780394513273617 0.9994463476835789
1645332802946194.0 0.05553880287246083 0.019662863071004108 0.09178001411062987 0.004933717704246262 0.028009049492185453 0.0032919075820105983 0.9995900734404233
1645332802979528.0 -0.012498102890480464 -0.0020668823615318075 0.11252787427260469 0.003552553828796302 0.028895959744676097 0.0027055784660952823 0.9995724499589269
1645332803012861.0 0.047213016102723604 0.02520713162510084 0.12046559346336715 0.0050376891802756925 0.0232456396027612 0.0029441560414458015 0.9997127556815433
1645332803046194.0 -0.026699853614863236 0.008526961169029621 0.14448741354690126 0.00439258582669566 0.025281237217338038 0.002366534780045773 0.9996679267374995
1645332803079528.0 0.04416979005011285 0.02954418209624882 0.14612584126818626 0.005767400740304017 0.019369805269493674 0.0028104667338133987 0.9997918028315999
1645332803112861.0 -0.02052314649950824 0.005327083745731208 0.16795574133107072 0.003678458915683796 0.020830477839917545 0.00254214453142916 0.9997730230578077
1645332803146194.0 0.04649245407078654 0.029347264730834845 0.1729154936044461 0.005491711598205635 0.016215688616399614 0.00304680396320857 0.999848793334286
1645332803179528.0 -0.021579718601587777 0.006539240328278738 0.20139507521819444 0.004570093346401783 0.01888075446950612 0.002164389382361323 0.999808955138965
1645332803212861.0 0.05033693446916992 0.029804176417171944 0.20306882637281592 0.006482828806747013 0.014342170068691002 0.0027809429337409064 0.999872262563965
1645332803246194.0 -0.02191597646327994 0.009027314096735073 0.23139465712876525 0.00523321823460467 0.018294500793449093 0.002168726962813581 0.999816593826582
1645332803279528.0 0.04796717064833278 0.03148853402291869 0.23533934736734421 0.006582339790798087 0.015337554796289296 0.0026363730369781957 0.9998572306849409
1645332803312861.0 -0.012553017915641689 0.007378959233748343 0.2599415130924264 0.005060572688396946 0.01905269552745459 0.0021881901774877164 0.9998032792609507
1645332803346194.0 0.06233707333925556 0.033081199909710333 0.2646207738109526 0.006912838156712191 0.01591416719132284 0.002665717139998648 0.99984591107998
1645332803379528.0 -0.014115407384870007 0.012718586776127127 0.2990768336805491 0.005783397198814012 0.022136786986477135 0.0023233262258925465 0.9997355235931171
1645332803412861.0 0.0700135209229121 0.03952069004640617 0.30086730613268686 0.007673201319427838 0.018637688398809155 0.002602784835208698 0.999793470704706
1645332803446194.0 -0.0046521185281483916 0.02106649409189334 0.3354581972566245 0.006401751035829435 0.02544466495975561 0.002217149683832401 0.999653275319018
1645332803479528.0 0.08551958410570427 0.047132692420815636 0.3379994910725801 0.007795855698144766 0.021445743420837635 0.002934428338219313 0.9997353118967987
